;B1;B2;B3;B4;B5;B6
X276_24045;526.9806237;496.4312375;579.908942;466.9875442;416.6083283;503.2069995
X276_24040;531.1259974;399.3678165;521.8316876;526.8880562;354.789028;325.3267359
X276_24035;592.2702585;475.3143864;493.9805135;673.6837188;710.7726318;635.9612965
X276_24030;32.6448174;14.07790077;17.91974765;39.01414926;34.34405574;38.30459954
X276_24025;18.13600967;12.59601648;15.76074191;38.02894347;36.43456348;39.35404063
X276_24020;11.65886336;12.59601648;10.57912813;16.74849842;22.69694118;8.920249209
X276_24015;103.8934268;50.3840659;41.45291023;20.49228042;13.14033437;22.56298329
X276_24010;408.3193033;451.9747088;373.076192;233.2967309;261.0148236;417.6775512
X276_24005;30.05395887;34.82428084;103.6322756;91.62413842;32.55219196;36.73043792
X276_24000;7.513489719;12.2255454;32.81688726;60.29459432;36.73320744;41.45292279
X276_23995;2.072686819;2.59329751;3.022608037;6.699399368;4.479659444;3.673043792
X276_23990;2.590858524;4.075181801;9.283724686;7.684605158;4.479659444;4.197764334
X276_23985;14.50880773;13.70742969;23.317262;28.5709679;25.38473685;35.15627629
X276_23980;16.58149455;31.11957012;37.99850104;43.34905474;38.22642726;40.40348171
X276_23975;11.3997775;16.3007272;30.8737821;32.70883221;24.48880496;29.90907088
X276_23970;12.43612091;26.67391724;36.27129645;26.79759747;23.59287307;23.08770383
X276_23965;12.17703506;20.74638008;28.28297521;28.37392674;19.11321363;17.84049842
X276_23960;10.36343409;12.59601648;23.317262;21.67452737;23.89151703;24.13714492
X276_23955;61.92151872;51.86595019;117.6658129;203.3464749;224.2816162;156.3667214
X276_23950;46.11728172;55.57066092;97.58705949;167.6820254;204.8697586;137.4767819
X276_23945;9.84526239;14.07790077;42.5324131;64.62949979;57.63828485;32.00795304
X276_23940;119.6976638;129.6648755;140.5512737;107.7815134;126.6250403;100.746344
X276_23935;340.9569817;326.0145441;297.9427923;251.8185998;215.3222973;187.8499539
X276_23930;348.7295573;332.3125523;1030.925241;2713.256744;558.1655667;508.9789254
X276_23925;79.53935668;81.13316494;74.26979749;52.01886568;42.40744274;46.17540767
X276_23920;94.82542197;95.21106571;99.53016466;66.20582905;66.29895977;61.91702392
X276_23915;174.1056928;254.8840981;261.0237941;175.3666305;151.1138452;176.306102
X276_23910;532.6805125;876.1640872;930.747375;449.0567988;305.5127741;380.9471133
X276_23905;619.7333589;931.7347481;926.8611646;405.3136618;328.2097153;393.5404063
X276_23900;512.471816;695.7446747;696.9270532;294.9706134;225.1775481;357.8594094
X276_23895;507.0310131;597.9403115;559.1824869;247.4836943;222.1911084;294.8929444
X276_23890;688.6501956;740.9421456;750.254495;399.5994682;365.8388546;407.1831404
X276_23885;62.43969042;37.78804943;44.90731941;63.05317053;87.8013251;52.99677471
X276_23880;3255.672821;1460.76744;5704.524969;13233.08712;18614.77685;9432.901178
X276_23875;2437.220613;1144.385144;4006.466954;9403.198137;14006.70051;7436.864237
X276_23870;2211.556836;878.0164425;3651.310509;8902.910637;11985.47816;5829.645218
X276_23865;1259.9345;544.2220059;1828.246061;5170.162942;6728.448485;3722.367523
X276_23860;970.7946888;417.150428;1470.067009;4498.055552;4965.254528;3002.45094
X276_23855;52.59442803;29.63768582;176.390769;573.3897695;634.0211333;394.0651268
X276_23850;492.5222054;240.0652552;313.0558324;557.2323945;348.2188608;250.8164189
X276_23845;292.2488415;395.2926347;418.199412;513.4892575;503.2150775;360.4830121
X276_23840;61.14426116;72.98280134;307.2265169;1009.441852;546.5184522;255.0141833
X276_23835;162.7059153;255.6250402;213.3097672;214.5778209;267.8836348;292.2693417
X276_23830;578.2796225;1029.16864;1194.361976;1262.442699;1313.436149;1322.820486
X276_23825;4802.674445;1462.619795;1372.47995;1684.898941;3151.888385;4782.303017
X276_23820;2696.565551;873.5707897;894.0442774;889.2467456;2065.421648;2880.191053
X276_23815;829.3338134;958.4086653;968.5299754;1250.226147;862.483765;906.7170961
X276_23810;883.4827566;1077.700351;1133.693915;1969.623414;1302.087678;1184.818983
X276_23805;3044.258765;616.4638651;572.5683225;628.955376;703.0078887;470.6743259
X276_23800;286.5489527;212.2799247;359.906257;500.6815822;318.6531085;299.0907088
X276_23795;9.068004833;5.186595019;54.62284525;159.2092556;128.4169041;58.76870067
X276_23790;242.245272;484.9466343;241.5927424;213.1985328;383.4588484;208.8387756
X276_23785;948.5133055;639.4330716;552.057768;2991.281818;16047.63335;17797.47133
X276_23780;70.7304377;61.49819808;639.4975005;1215.349862;872.3390157;446.0124604
X276_23775;120.9930931;81.50363602;107.3025853;159.9974202;238.3178824;397.2134501
X276_23770;721.0359271;772.8026579;622.8731563;625.8027175;559.3601426;523.1463801
X276_23765;217.632116;212.2799247;197.1172242;229.1588666;265.1958391;239.272567
X276_23760;347.9522997;329.3487837;329.8960772;432.7023827;555.4777711;451.2596659
X276_23755;1066.397368;550.8904853;610.7827241;3076.994722;7493.574318;6217.413699
X276_23750;601.8564351;433.4511552;452.7435039;381.6687228;528.8984584;584.0139629
X276_23745;277.221862;243.3994948;242.0245436;225.6121258;208.4534861;216.1848632
X276_23740;439.4096056;378.9919075;344.3614157;391.7178219;427.9567989;406.6584198
X276_23735;117.1068053;176.3442307;134.2901571;390.1414926;180.9782415;151.6442366
X276_23730;1414.608754;1867.915149;1251.791529;1199.389528;1300.594459;973.3566048
X276_23725;20081.74442;30145.23119;16053.28719;5561.683723;11989.36054;9674.797348
X276_23720;5785.646169;8198.895312;4066.055512;1478.79389;4408.880825;3572.822168
X276_23715;3518.644961;4255.601213;2139.142888;866.5870124;2135.901623;1650.770824
X276_23710;4409.900293;3814.370166;2509.844174;1453.178539;1871.601716;2017.550483
X276_23705;197.9415912;99.28624751;381.9281156;1138.50381;1140.22265;608.1511078
X276_23700;12128.84509;9700.41457;9606.064244;7576.823645;7261.229315;5421.937357
X276_23695;492.7812912;337.8696184;490.5261044;527.6762208;312.0829413;293.3187828
X276_23690;50.26265536;31.86051226;37.78260047;86.69810947;126.0277524;239.7972876
X276_23685;29.53578717;15.55978506;11.658631;10.04909905;206.0643344;1094.56705
X276_23680;30.57213058;11.11413218;10.36322756;8.47276979;152.6070651;666.395088
X276_23675;22.2813833;10.00271897;10.36322756;13.39879874;129.312836;442.8641372
X276_23670;28.49944376;17.78261149;18.13564822;19.11299232;146.3355418;473.2979286
X276_23665;19.17235308;8.891305747;11.44273043;11.231346;128.1182601;417.1528306
X276_23660;13.47246432;8.150363602;9.067824112;13.79288105;91.68369662;356.2852478
X276_23655;20.72686819;16.67119828;12.73813387;23.05381547;176.1999381;651.7029128
X276_23650;11.14069165;5.557066092;7.772420668;9.063893263;80.93251396;272.3299611
X276_23645;24.87224183;18.52355364;15.11304019;22.65973316;135.8830031;412.4303458
X276_23640;101.82074;78.16939636;68.65638256;196.8441167;2015.548106;3817.341941
X276_23635;125.6566384;88.91305747;87.22383194;314.477688;2316.58122;3709.77423
X276_23630;11.14069165;5.186595019;4.318011482;7.684605158;168.1365511;523.6711006
X276_23625;6.477146309;4.075181801;5.181613778;9.655016737;65.40302788;258.1625065
X276_23620;1646.749678;1768.25843;1694.603606;1851.004637;2097.376552;1732.627229
X276_23615;656.5235499;549.779072;595.6696839;804.1249654;745.7139754;616.5466365
X276_23610;184.9872986;411.2228908;3626.481943;5819.216516;3347.500181;1887.944509
X276_23605;3508.540613;1823.829091;1228.042465;734.7664778;1279.092093;1561.043612
X276_23600;1688.721586;766.5046496;511.46846;285.9067201;562.3465822;671.1175728
X276_23595;3849.75668;1643.039208;1528.576065;1007.077358;1129.172824;1147.039104
X276_23590;150.2697944;115.5869747;113.3478014;80.58983358;62.71523222;72.41143475
X276_23585;248.4633324;231.1739494;224.3206965;241.7695007;167.8379072;175.2566609
X276_27435;360.3884206;117.068859;136.4491628;2002.332247;2359.287307;759.7953444
X276_23580;918.2002608;634.6169477;265.3418056;141.0814691;152.6070651;193.6218799
X276_23575;895.4007058;540.5172952;302.4767043;166.3027373;264.2999072;427.1225209
X276_23570;27.98127206;34.45380977;67.36097912;150.3424035;31.65626007;25.186586
X276_23565;4252.894267;8538.617286;2312.295149;1398.79518;2753.497338;8604.892163
X276_23560;444.5913227;358.6159985;343.9296145;306.7930828;568.0208175;558.8273769
X276_23555;62.69877627;487.9104029;687.4274279;87.09219179;66.00031581;64.54062663
X276_23550;40.93556467;279.3351889;439.3576683;123.1507237;91.98234058;76.08447855
X276_23545;92.23456344;369.3596596;637.9861965;349.353973;283.4131208;231.4017589
X276_23540;152.0833953;140.7790077;203.1624402;163.1500787;101.2403034;82.90584559
X276_23535;792.0254507;783.546319;1019.698411;1229.536825;746.6099073;663.2467647
X276_23530;89.12553321;116.3279169;137.0968646;738.1161775;321.3409041;1417.270183
X276_23525;71.2486094;12.96648755;27.41937291;429.1556419;653.1343469;169.484735
X276_23520;1175.472512;1677.493018;1378.309265;1698.100699;1479.183548;1271.397873
X276_23515;396.1422683;250.4384452;209.4235569;1122.740518;1393.472731;992.7712649
X276_23510;110.3705731;144.4837184;208.7758552;228.9618255;201.286031;242.4208903
X276_23505;34315.14389;9752.28052;9918.688275;3111.871007;3351.083908;3083.782624
X276_23500;470.7589938;448.6404692;457.9251177;122.3625591;123.9372446;240.8467286
X276_23495;406.2466165;254.513627;165.3798398;78.619422;68.38946751;140.6251052
X276_23490;2111.549697;1590.061844;1578.664998;536.7401141;509.7852447;814.3662807
X276_23485;1088.678752;1924.597223;1625.515422;849.2473905;700.618737;931.9036821
X276_23480;1832.514234;3322.384581;2879.465957;1783.813602;1227.725332;1763.585741
X276_23475;275.9264328;218.2074619;57.21365214;106.9933487;124.8331765;132.2295765
X276_23470;8238.671019;4679.420121;576.6704334;1095.351797;2168.155171;2322.413118
X276_23465;1495.44354;797.6242197;411.7223948;140.8844279;169.331127;191.5229977
X276_23460;143.2744764;103.7319004;93.05314744;24.43310358;32.253548;29.90907088
X276_23455;595.8974604;586.0852372;423.5969264;160.3915025;181.8741734;234.0253616
X276_23450;145.0880773;115.2165036;87.65563309;36.84669653;43.30337463;49.84845146
X276_23445;824.9293539;594.9765429;472.1745556;243.5428712;244.8880496;313.7828839
X276_26845;21840.41918;27163.30953;30754.17318;31841.45703;27181.67757;55812.94986
X276_23440;416.6100506;365.2844778;439.7894694;275.0694564;211.7385697;234.5500821
X276_23435;888.6644736;548.2971877;548.1715576;476.8396021;444.9795048;482.7428984
X276_23425;19.17235308;11.48460326;12.5222333;13.00471642;8.959318888;6.821367042
X276_23420;309.6075936;310.0842879;275.9209337;139.3080986;141.8558824;232.9759205
X276_23410;1380.409421;1340.734812;1441.352233;500.4845411;458.7171271;890.4507593
X276_23405;589.6794;377.1395521;490.7420049;199.4056518;175.6026502;372.5515846
X276_23400;1261.748101;745.7582695;994.6539449;490.2384008;486.1923717;835.3551024
X276_23395;136.7973301;182.6422389;193.2310138;140.6873867;134.0911394;154.7925598
X276_23390;59.58974604;60.01631379;72.97439405;67.58511716;60.32608051;75.03503746
X276_23385;138.3518452;102.2500161;140.3353732;194.676664;116.1725016;132.2295765
X276_23380;7.254403866;2.59329751;6.477017223;24.63014474;23.89151703;14.69217517
X276_23375;5.4408029;2.222826437;6.261116649;22.85677432;24.78744892;23.61242438
X276_23370;9.586176538;10.00271897;16.40844363;23.84198011;17.32134985;18.8899395
X276_23365;53.63077144;69.64856169;91.54184342;124.9240941;215.0236533;193.0971593
X276_23360;19.69052478;22.22826437;33.03278784;56.15673;69.2853994;66.11478825
X276_23355;9.84526239;20.375909;19.64695224;17.73370421;27.47524459;28.33490925
X276_23350;5.958974604;7.409421456;13.38583559;23.64493895;30.16304026;95.49913859
X276_23345;139.3881886;164.4891563;116.8022106;78.619422;69.58404336;83.95528667
X276_23340;169.1830616;215.6141644;151.562203;93.98863232;106.0186068;151.6442366
X276_23335;376.7108293;352.6884613;226.6956028;211.0310801;183.0687493;229.3028767
X276_23330;4.40445949;1.481884291;4.318011482;3.546740842;8.959318888;5.247205417
X276_23325;1.036343409;0.740942146;2.590806889;0.788164632;1.791863778;5.771925959
X276_23320;6.477146309;7.779892529;12.30633272;8.866852105;17.02270589;17.84049842
X276_23315;2.590858524;2.222826437;4.533912056;3.152658526;3.583727555;5.247205417
X276_23310;9.84526239;14.44837184;16.40844363;20.88636274;26.5793127;21.51354221
X276_23305;7.254403866;3.704710728;7.124718945;8.078687474;11.94575852;10.49441083
X276_23300;13.99063603;18.15308257;30.0101798;69.16144642;60.92336844;41.45292279
X276_23295;2.331772671;2.222826437;3.454409186;4.72898779;13.14033437;18.36521896
X276_23290;15.02697944;9.632247893;6.261116649;24.03902126;13.43897833;11.01913138
X276_23280;7.772575571;7.038950383;7.772420668;13.20175758;16.72406192;11.01913138
X276_23275;8.808918981;7.038950383;9.067824112;15.17216916;12.54304644;11.54385192
X276_23270;4.145373638;2.963768582;2.159005741;2.955617368;6.570167185;2.098882167
X276_23265;6.218060457;3.334239655;3.238508612;5.320111263;7.16745511;4.722484875
X276_23260;12.95429262;9.632247893;8.42012239;9.260934421;13.73762229;11.01913138
X276_23255;10.36343409;8.150363602;7.988321242;9.063893263;12.54304644;12.06857246
X276_23250;27.98127206;29.63768582;28.49887578;36.45261421;48.08167803;35.15627629
X276_23245;5530.187519;3854.751512;6987.19028;6362.261947;6666.629185;3555.506391
X276_23240;4920.040336;2874.855525;5431.410743;4145.745962;4775.018323;2715.953524
X276_23235;8229.343929;4191.509718;8085.908301;5788.281054;6884.340634;3975.807544
X276_23230;301.835018;206.7228586;415.6086051;429.1556419;289.0873561;201.492688
X276_23225;51.55808462;66.6847931;79.45141127;62.65908821;76.75149847;83.95528667
X276_23220;4.922631195;3.704710728;4.965713204;13.20175758;17.02270589;22.03826275
X276_23215;74.87581133;91.50635498;92.18954514;64.62949979;72.57048299;110.1913138
X276_23210;144.8289915;126.3306358;109.8933922;150.5394446;145.4396099;166.3364117
X276_23205;18.91326722;18.89402471;22.02185856;23.05381547;19.71050155;24.66186546
X276_23200;12.95429262;13.70742969;14.24943789;19.70411579;20.00914552;17.84049842
X276_23195;7.513489719;5.927537165;9.283724686;36.64965537;21.20372137;25.71130654
X276_23190;7.772575571;5.927537165;8.851923538;21.47748621;14.93219815;22.03826275
X276_23185;5.958974604;6.66847931;10.79502871;17.73370421;13.73762229;16.26633679
X276_23180;3.886287786;1.852355364;3.886210334;6.108275895;5.375591333;2.623602708
X276_23175;3.627201933;2.222826437;5.397514353;7.487564;9.257962851;3.673043792
X276_23170;22.54046916;22.96920651;26.33987004;39.40823158;51.36676162;43.55180496
X276_23165;6.218060457;5.927537165;4.74981263;9.852057895;13.14033437;9.969690292
X276_23160;27.46310035;13.33695862;34.75999243;58.32418274;74.36234677;56.14509796
X276_23155;13.21337847;13.70742969;14.46533846;19.70411579;20.30778948;17.84049842
X276_23150;19.94961063;20.74638008;22.88546085;25.02422705;21.20372137;25.71130654
X276_23145;49.74448365;36.67663621;44.90731941;66.59991137;70.18133129;69.78783205
X276_23140;43.00825149;63.35055345;42.31651252;43.15201358;53.75591333;89.20249209
X276_23135;43.78550905;22.96920651;34.975893;60.29459432;89.59318888;61.39230338
X276_23130;125.1384667;123.3668672;162.7890329;188.7654293;158.5799443;144.8228695
X276_23125;37.56744859;64.09149559;66.7132774;35.66444958;45.0952384;37.25515846
X276_23120;36.01293348;25.56250402;31.73738439;50.04845411;48.97760992;40.92820225
X276_23115;233.1772671;236.3605444;221.0821879;199.4056518;197.1050155;175.7813815
X276_23110;19482.21975;22979.5797;17444.76639;13608.05645;14637.13791;19008.52634
X276_23105;372.8245416;645.3606088;514.7069687;483.7360426;346.426997;425.5483593
X276_23100;109.0751438;104.1023715;110.1092928;294.3794899;120.950805;119.6362835
X276_23095;168.1467182;75.57609885;111.4046962;40.98456084;31.35761611;33.58211467
X276_23090;76.1712406;28.52627261;33.24868841;16.55145726;13.73762229;12.593293
X276_23085;84.46198787;27.78533046;34.32819128;20.88636274;14.33491022;15.74161625
X276_23080;338.1070373;127.442049;192.151511;113.4957069;111.6928421;75.03503746
X276_23075;66.32597821;46.3088841;52.67974008;44.925384;48.97760992;48.27428984
X276_23070;56.73980167;53.71830556;56.99775156;57.93010042;39.42100311;46.70012821
X276_23065;5.4408029;5.557066092;4.74981263;7.684605158;11.94575852;13.64273408
X276_23060;6.995318014;2.963768582;5.829315501;36.45261421;65.40302788;32.53267359
X276_23055;26.42675694;45.19747088;37.78260047;23.64493895;32.253548;33.05739413
X276_23050;131.615613;24.08061973;14.03353732;32.11770874;43.00473066;43.55180496
X276_23045;160.1150568;220.8007594;394.4503489;659.4967555;685.6865389;546.7588044
X276_23040;47.93088269;65.20290881;93.26904801;135.9583989;90.19047681;75.559758
X276_23035;311.6802804;203.388619;196.4695224;164.9234492;252.0555047;302.239032
X276_23030;348.2113856;302.6748665;336.8048956;287.8771317;265.793127;239.7972876
X276_23025;45.08093831;72.2418592;72.97439405;60.49163547;87.20403718;142.7239873
X276_23020;18.65418137;27.41485939;24.39676487;40.98456084;52.56133748;68.21367042
X276_23015;276.7036903;367.8777753;367.6786777;204.9228042;298.9426069;250.8164189
X276_23010;231.622752;239.6947841;258.0011861;393.4911923;322.8341239;353.1369246
X276_23005;221.0002321;240.8061973;259.7283906;284.7244732;244.2907617;259.7366681
X276_23000;140.1654461;117.8098011;109.4615911;91.23005611;101.8375914;108.0924316
X276_22995;184.7282127;164.1186852;165.1639392;125.1211353;120.652161;166.3364117
X276_22990;781.1438449;641.6558981;630.645577;270.1434275;218.6073809;311.6840018
X276_22985;759.1215474;1525.229407;1881.789404;2647.642039;993.8871086;1046.29276
X276_22980;27.7221862;58.5344295;472.1745556;843.1391146;564.4370899;342.1177932
X276_22975;175.6602079;180.7898835;561.7732938;1004.121741;398.6896905;269.7063584
X276_22970;203.1233083;3065.277656;3092.775724;1401.356715;2275.368354;4201.437377
X276_22965;86.53467469;1017.313566;1111.672056;405.7077441;851.1352944;1529.035659
X276_22960;90.42096248;164.4891563;150.4827001;156.6477205;202.7792508;231.9264794
X276_22955;164.2604304;288.2264946;243.5358476;223.4446731;331.4947989;337.3953083
X276_22950;140.9427037;214.1322801;199.708031;221.0801792;251.4582168;294.8929444
X276_22945;334.2207496;491.9855847;503.2642382;552.8974891;607.7404646;587.1622862
X276_22940;4.40445949;2.59329751;4.102110908;2.955617368;2.090507741;3.14832325
X276_22935;14.24972188;34.0833387;17.05614535;24.03902126;19.71050155;15.21689571
X276_22930;22.54046916;21.48732222;17.4879465;14.975128;22.99558515;27.28546817
X276_22925;30.57213058;20.375909;22.02185856;36.25557305;10.4525387;15.74161625
X276_22920;60.3670036;72.2418592;113.7796026;316.0540173;327.0151394;265.5085941
X276_22915;28.24035791;65.20290881;94.9962526;161.9678318;121.249449;86.57888938
X276_22910;3.627201933;1.481884291;2.159005741;2.167452737;1.194575852;2.623602708
X276_22905;16.58149455;20.00543793;15.11304019;10.44318137;17.32134985;20.98882167
X276_22900;31.86755984;25.19203295;17.91974765;32.90587337;9.257962851;21.51354221
X276_22895;1277.293252;1380.375217;1642.571568;1132.592576;753.4787185;868.937217
X276_22890;9439.793031;5209.193755;3815.179045;1546.970131;2410.654069;3632.64031
X276_22885;5.181717047;4.445652874;7.772420668;15.17216916;34.6426997;27.81018871
X276_22880;3.368116081;7.779892529;8.204221816;21.67452737;20.30778948;19.93938058
X276_22875;1.554515114;0.740942146;7.988321242;24.63014474;18.81456966;22.56298329
X276_22870;1.036343409;0.370471073;0.863602296;7.290522842;2.687795666;2.098882167
X276_22865;1.554515114;1.111413218;2.159005741;3.349699684;8.959318888;8.920249209
X276_22860;29.27670132;26.30344617;37.78260047;107.9785545;246.0826255;224.5803918
X276_22855;554.4437241;786.8805586;901.3848969;1229.930908;1154.258917;742.4795665
X276_22850;225.1456057;231.9148916;291.6816756;497.5289237;442.2917091;274.4288433
X276_22845;357.0203046;932.8461613;1248.337119;2123.315517;1122.602657;680.5625426
X276_22840;3569.94396;1044.357954;819.3426787;1103.036402;642.9804522;643.3073841
X276_22835;568.9525318;50.01359483;16.84024478;46.50171326;62.11794429;37.25515846
X276_22830;1384.813881;299.3406268;244.1835493;260.6854519;286.1009165;242.4208903
X276_22825;731.3993612;312.6775854;281.3184481;173.9873424;206.9602663;182.6027485
X276_22820;923.9001495;318.2346515;281.7502492;191.3269643;210.5439939;169.484735
X276_22815;672.8459586;176.3442307;191.2879087;176.9429598;131.7019877;120.161004
X276_22810;7.254403866;3.334239655;2.806707463;17.73370421;5.375591333;2.623602708
X276_22805;5.699888752;2.59329751;4.965713204;29.16209137;16.126774;5.247205417
X276_22800;1.813600967;6.66847931;7.772420668;23.64493895;16.72406192;8.920249209
X276_22795;5.958974604;4.445652874;8.42012239;39.60527274;40.61557896;30.43379142
X276_22790;29.27670132;34.0833387;47.92992745;62.2650059;52.56133748;49.32373092
X276_22785;210.636798;411.5933619;782.20778;1178.897248;909.0722232;846.3742338
X276_22780;208.5641112;370.8415439;243.9676487;125.5152176;119.7562291;140.1003846
X276_22775;324.8936589;425.3007916;258.4329872;174.7755071;166.6433313;181.5533074
X276_22770;441.2232066;500.1359483;304.8516106;226.5973316;182.4714614;188.899395
X276_22765;219.7048028;262.2935195;167.1070444;115.8602008;86.90539321;105.9935494
X276_22760;9.84526239;8.520834674;1521.667246;1580.073045;1465.445926;1122.901959
X276_22755;8.549833128;10.74366111;2027.09049;2265.382192;1848.904775;1466.069193
X276_22750;20.72686819;19.26449579;1473.737319;1646.278874;1205.327034;1051.539966
X276_22745;41.71282223;60.75725594;1205.372905;1381.258517;991.7966009;887.302436
X276_22740;364.7928801;356.7636431;483.8331866;864.2225185;474.2466131;407.1831404
X276_22735;216.0776009;171.5281067;154.1530099;122.7566414;113.186062;94.97441805
X276_22730;1091.010524;1145.126086;945.8604151;883.9266343;763.3339693;618.1207981
X276_22725;496.9266648;441.9719898;443.0279781;529.055509;364.9429227;290.6951801
X276_22720;197.6825054;247.1042056;273.1142262;293.9854076;243.3948298;239.272567
X276_22715;1077.53806;1527.822704;1547.143514;1668.544525;1452.305592;1203.184202
X276_22710;187.0599854;213.0208669;259.7283906;361.1764424;321.0422602;297.5165471
X276_22705;235.5090398;227.8397098;304.8516106;453.9828278;373.9022416;334.7717056
X276_22700;23.57681257;19.63496686;22.23775913;48.86620716;35.23998763;30.43379142
X276_22695;87.31193225;67.05526418;75.78110151;103.2495667;72.86912696;54.04621579
X276_22690;71.50769525;51.12500805;109.0297899;371.2255415;363.4497029;217.2343043
X276_22685;122.0294365;111.882264;103.2004744;357.6297016;301.9290465;190.4735566
X276_22680;164.0013445;118.1802722;125.4382336;133.9879874;91.38505266;114.3890781
X276_22675;177.7328947;117.068859;112.7000997;179.701536;140.3626626;110.7160343
X276_22670;27.46310035;23.33967759;144.0056829;414.1805139;186.3538329;100.746344
X276_22665;689.686539;415.2980726;731.4711451;1867.359053;4875.064051;4890.395449
X276_22660;270.226544;1204.771929;1106.058641;1324.510663;796.1848052;689.4827918
X276_22655;399.7694702;2175.406139;1918.276601;2539.072361;1383.020192;1260.378741
X276_22650;698.7545438;3409.815754;3412.308574;5596.165925;2407.966273;2180.213851
X276_22645;89.38461907;50.01359483;46.85042458;392.9000688;588.029963;203.0668496
X276_22640;136.2791583;119.2916854;106.0071819;864.813642;1398.549678;501.1081173
X276_22635;59.07157434;44.82699981;49.00943032;384.4272991;593.1069104;209.3634961
X276_22630;714.8178667;516.8071466;495.4918176;924.1230305;1018.07727;569.3217877
X276_22625;90.93913418;38.1585205;73.83799634;121.1803121;94.37149229;50.373172
X276_22620;150.0107085;142.260892;169.0501495;155.4654736;150.8152013;162.1386474
X276_22615;3404.129014;2010.176041;2150.585619;2894.337568;1724.668886;1570.488581
X276_22610;84.20290202;25.9329751;54.62284525;358.8119485;489.1788113;186.2757923
X276_22605;107.002457;106.3251979;860.7955889;2062.232759;1000.158632;524.1958212
X276_22600;0.518171705;2.222826437;4.318011482;15.76329263;9.855250777;5.247205417
X276_22595;703.4180892;1085.850714;1271.870282;1551.89616;1793.954285;1509.620998
X276_22590;270.7447157;392.6993372;525.0701962;669.7428957;736.4560126;761.369506
X276_22585;32.6448174;35.93569406;31.73738439;27.97984442;36.43456348;30.95851196
X276_22580;787.3619053;1104.744739;728.0167359;685.5061883;1806.795976;3196.59754
X276_22575;1018.725572;1122.15688;560.9096915;565.9022055;1646.722812;2561.685685
X276_22570;9147.803275;14387.24411;3336.959273;2531.387756;11528.25426;20478.7933
X276_22565;3780.580758;6097.583387;1473.737319;1210.423833;4617.035667;6748.955607
X276_22560;1242.316662;1474.47487;1419.762175;616.7388242;645.9668918;1206.332525
X276_22555;322.0437145;303.4158086;307.8742187;160.7855848;210.8426378;247.1433751
X276_22550;403.655758;461.9774278;497.6508233;358.4178662;378.680545;402.985376
X276_22545;258.5676807;260.8116352;265.5577061;203.9375984;237.7205945;240.3220081
X276_22540;563.252643;466.4230807;484.0490871;308.172371;388.2371518;438.1416523
X276_22535;1149.304841;1058.065384;810.058954;513.0951752;470.9615295;499.0092352
X276_22530;3125.870809;2182.074619;2071.134207;2562.126176;1868.316632;1606.694299
X276_22525;6609.53918;4235.595775;4264.46814;5564.63934;3604.931277;3020.816159
X276_22520;18.65418137;21.48732222;122.1997249;259.1091226;210.2453499;136.4273408
X276_22515;121.2521789;163.3777431;474.5494619;824.0261223;761.2434615;450.2102248
X276_22510;798.2435111;1043.246541;1561.824753;1829.133069;1466.939146;1089.844565
X276_22505;215.0412575;181.5308257;248.2856602;291.8179548;189.0416285;147.9711928
X276_22500;286.030781;251.1793874;407.1884828;439.4017821;260.1188917;190.9982772
X276_22495;773.6303552;790.9557404;792.5710075;582.6507039;513.0703283;506.3553227
X276_22490;530.3487398;563.8569728;552.9213703;489.4502362;527.1065946;523.1463801
X276_22485;552.6301231;699.0789144;712.0400934;649.4476564;775.8770157;693.6805561
X276_22480;821.8203237;779.4711372;759.1064185;1342.047326;1133.353839;1196.887556
X276_22475;5434.066668;13571.46681;14967.3073;13816.13191;17265.50343;17467.42211
X276_22470;69.43500843;41.49276015;304.4198095;1158.79905;939.5339074;471.1990464
X276_22465;92.75273515;95.58153678;124.7905318;425.6089011;446.7713685;180.5038663
X276_22460;2392.916932;1743.066398;1275.324691;1572.782522;1713.917703;1230.46967
X276_22455;2149.376231;1378.893333;1241.644202;2035.632202;2222.209728;1402.053287
X276_22450;84.98015958;67.42573525;59.80445903;94.77679695;105.122675;83.43056613
X276_22445;130.5792696;103.3614293;104.0640767;147.7808684;160.969096;118.5868424
X276_22440;53.63077144;37.41757835;75.56520094;231.7204017;171.7202787;83.95528667
X276_22435;124.1021233;55.94113199;236.6270292;644.5216275;1095.7247;654.851236
X276_22430;87.31193225;55.94113199;210.2871592;504.0312819;939.5339074;603.428623
X276_22425;99.74805316;109.2889665;156.9597174;232.7056075;820.0763222;1427.764594
X276_22420;105.9661136;136.3333548;199.9239316;349.9450964;350.6080125;300.6648704
X276_22415;1345.691917;577.9348736;642.304208;643.5364217;401.6761301;433.943888
X276_22410;907.0595691;265.9982303;338.3161996;404.328456;263.4039753;302.239032
X276_22405;406.2466165;329.3487837;261.0237941;428.5645184;541.1428608;383.0459954
X276_22400;480.6042561;345.6495109;334.4299893;532.9963321;840.6827557;589.7858889
X276_22395;993.335158;757.9838149;774.4353593;1182.049906;1388.694428;1030.026423
X276_22390;127.7293252;286.3741393;322.5554577;282.5570204;180.6795976;219.857907
X276_22385;168.9239757;255.9955113;307.8742187;318.0244288;186.9511208;225.6298329
X276_22380;125.3975525;178.196586;210.7189603;266.7937278;224.8789041;170.5341761
X276_22375;251.3132768;181.5308257;108.3820882;593.8820499;2135.602979;2009.154954
X276_22370;25.39041353;11.11413218;70.38358716;23.05381547;48.08167803;66.11478825
